Crop Type,Season,Rainfall (mm),Temperature (°C),Humidity (%),Soil Fertility Index,Fertilizer Usage,Market Demand Index,Transportation Cost,Crop Price
35,2,1024.77,33.58,54.47,0.69,76.12,0.74,1184.47,11984.44
22,0,801.26,29.91,85.35,0.81,244.54,1.27,504.23,9596.63
49,0,874.9,36.66,67.74,0.7,66.47,0.56,1223.24,3516.75
44,2,1044.08,31.58,31.64,0.58,75.03,1.38,1645.15,6253.76
53,0,973.64,27.96,70.74,0.58,252.3,1.18,1234.25,9919.66
64,1,769.7,33.02,71.64,0.86,51.52,0.99,1193.36,6972.61
21,1,786.84,25.25,45.99,0.32,155.62,1.31,1155.35,4969.02
58,1,869.39,33.67,71.94,0.84,54.63,0.8,1138.68,5246.02
22,2,964.39,39.77,47.32,0.98,86.93,0.61,1026.15,8384.64
89,2,695.82,24.77,61.03,0.86,153.73,1.08,995.28,20056.05
69,2,670.87,33.13,80.14,0.96,143.91,1.27,813.88,5174.61
47,0,715.02,34.36,85.77,0.89,278.24,0.64,210.69,9718.73
8,2,822.79,31.01,58.03,0.72,152.07,0.78,807.2,4610.77
63,2,695.05,24.2,51.64,0.44,93.16,0.83,1499.49,7112.74
48,0,745.36,37.82,68.23,0.71,213.28,0.51,1541.63,8160.96
77,1,661.57,23.94,66.28,0.31,217.84,1.21,1006.41,6122.62
19,2,843.97,24.76,32.76,0.31,259.73,1.05,437.58,18284.3
66,0,883.71,22.88,58.21,0.57,192.22,0.79,210.43,22983.95
35,0,1132.66,28.8,87.75,0.68,221.82,0.57,465.94,12345.91
42,0,888.39,21.27,75.18,0.65,122.36,1.49,915.26,12926.56
70,0,932.79,39.76,58.5,0.96,271.65,1.17,578.84,5644.36
54,2,774.02,30.33,50.68,0.85,167.96,1.28,1292.89,5931.41
31,2,675.0,30.82,32.41,0.54,119.06,1.08,464.55,17997.33
66,1,940.23,20.35,56.18,0.59,294.88,1.09,1379.35,23543.69
66,1,787.43,34.08,61.84,0.96,222.38,0.88,1941.22,23281.9
7,0,599.8,23.08,88.95,0.99,277.53,1.29,1993.54,5515.31
82,0,899.37,37.84,75.39,0.81,285.51,1.04,485.86,9205.48
43,2,894.99,30.22,51.27,0.63,241.46,1.26,306.28,7677.19
38,1,1010.12,17.76,60.42,0.49,113.79,0.77,853.59,11073.58
78,1,546.31,20.44,44.29,0.4,136.81,0.52,603.9,6582.72
71,0,881.51,31.02,44.48,0.53,248.11,1.18,1018.3,15130.91
17,0,534.03,24.19,51.38,0.39,287.72,1.01,1759.23,27704.7
35,2,986.49,15.61,67.48,0.93,220.87,1.35,720.21,13180.87
57,2,746.74,15.11,37.05,0.83,208.81,0.53,1039.61,7437.15
21,2,849.95,39.17,43.11,0.53,244.11,1.49,1426.34,5536.36
11,0,1086.95,22.69,39.95,0.47,176.77,0.92,837.39,17987.91
43,2,727.1,26.4,68.2,0.88,159.09,0.71,921.9,6451.51
79,0,1137.1,19.61,37.31,1.0,273.17,1.42,1257.85,5095.89
63,0,1070.48,20.89,71.13,0.68,263.74,1.4,1435.05,8724.06
56,1,1065.15,29.11,64.62,0.76,221.72,1.14,1153.4,5831.18
20,2,1160.33,31.02,80.04,0.46,76.52,1.15,696.05,8610.74
34,0,1168.99,32.28,40.4,0.46,187.16,0.59,533.89,7502.44
28,1,637.89,35.02,70.19,0.82,231.47,1.41,437.19,11192.69
83,2,1013.54,20.87,43.92,0.87,228.58,0.59,307.03,23070.86
36,0,629.93,27.3,76.46,0.82,198.4,0.55,1867.3,8258.29
23,1,613.34,31.68,38.34,0.31,253.93,0.82,1301.1,16240.13
68,0,1035.42,28.03,78.4,0.34,80.82,1.06,539.45,10719.92
11,2,634.61,18.36,42.02,0.43,108.4,1.45,1661.19,18338.98
1,1,962.0,31.67,78.7,0.39,290.07,1.41,612.76,9601.7
78,2,662.34,32.07,63.61,0.96,184.18,0.76,1007.06,7816.35
85,0,876.41,25.47,32.97,0.55,146.26,0.86,1005.74,3623.99
45,0,1042.42,26.06,70.98,0.82,149.69,0.58,1352.13,5460.16
91,0,598.89,22.32,76.72,0.62,228.66,0.95,904.45,5321.52
73,0,556.5,36.42,41.37,0.81,123.04,1.33,1742.76,5620.35
26,2,812.89,35.81,75.55,0.62,131.64,0.7,360.75,6044.0
60,1,926.88,35.79,71.19,0.83,276.22,1.5,888.04,6131.57
35,2,730.91,36.83,83.25,0.57,192.5,1.01,1331.52,12187.23
37,0,892.51,21.81,33.15,0.43,68.02,0.68,1375.76,9863.43
70,2,785.87,26.29,47.56,0.46,201.89,1.23,1212.37,4960.51
12,2,790.14,17.23,44.36,0.99,252.72,0.73,1657.21,4303.12
59,1,883.91,39.68,36.89,0.42,199.38,0.91,1570.61,5355.78
84,0,638.6,27.9,41.51,0.53,291.78,1.07,503.12,13434.35
90,2,1096.88,20.6,35.42,0.77,94.72,1.21,720.61,5433.01
90,0,965.7,37.63,80.88,0.51,296.76,0.95,1431.8,5087.68
87,1,829.35,29.71,48.53,0.81,50.32,0.89,1835.02,11882.34
17,0,569.7,39.79,47.65,0.57,192.18,1.32,204.64,28684.28
31,0,1010.21,30.61,82.02,0.93,187.49,0.94,584.51,18780.16
16,1,940.71,38.55,65.48,0.76,203.76,0.56,1033.44,5139.0
45,2,933.17,30.19,45.16,0.91,283.04,1.03,1570.4,6090.0
6,0,613.0,20.39,34.52,0.43,208.79,0.57,292.73,5141.56
86,1,799.81,22.03,54.73,0.78,64.01,1.29,1490.6,10699.14
4,2,1172.36,16.11,50.25,0.62,61.37,0.7,836.06,3730.12
26,0,753.62,34.39,42.92,0.44,271.28,0.51,1293.06,5396.17
29,1,1046.42,22.45,85.42,0.83,111.39,1.13,299.86,9345.55
46,2,965.17,17.16,86.27,0.6,290.88,0.78,909.7,7634.81
42,1,554.38,15.02,61.09,0.89,186.9,1.38,1045.99,12841.41
47,1,1013.46,28.97,41.26,0.79,190.05,0.98,591.52,9828.56
0,0,721.31,38.42,76.5,0.94,103.87,1.07,1289.29,21401.87
37,2,826.09,29.61,57.46,0.56,144.38,0.86,365.98,10344.6
38,0,631.22,24.22,50.36,0.51,83.59,0.94,922.55,10847.41
58,1,1153.01,25.85,65.3,0.73,90.79,1.17,481.39,5963.65
69,0,739.26,37.7,47.39,0.74,109.05,1.27,446.62,5112.65
54,2,791.93,37.86,77.85,0.5,266.29,0.99,1757.15,5823.85
2,0,956.13,18.88,80.3,0.33,221.06,1.06,1260.59,8801.53
43,1,725.62,37.17,52.07,0.97,170.21,1.41,1223.39,7825.12
41,2,685.57,30.91,79.54,0.75,240.65,0.59,1414.63,6910.3
77,2,716.41,30.96,46.94,0.97,149.23,0.92,1292.13,5973.12
40,0,622.71,32.12,67.95,0.81,228.28,0.62,1502.99,9174.25
66,2,629.09,26.26,42.88,0.49,109.51,0.87,1699.5,22110.05
4,0,987.23,24.22,65.83,0.49,150.26,0.61,364.81,3577.79
19,1,717.49,37.71,80.01,0.76,83.09,1.25,1909.2,18511.59
69,1,928.9,25.49,66.5,0.83,147.71,0.54,1752.43,3974.86
33,0,939.64,25.52,42.42,0.75,55.14,0.84,764.11,10987.92
66,0,1152.97,35.39,57.82,0.73,238.13,1.38,1546.0,23671.19
5,1,881.09,29.45,54.31,0.4,191.42,1.48,1537.58,5897.08
31,2,1036.59,36.0,87.73,0.59,183.59,0.61,664.91,18409.54
43,1,1063.42,34.29,37.71,0.85,297.09,0.66,1675.25,6968.58
78,0,825.41,30.31,35.36,0.99,274.04,0.7,1381.73,7512.05
43,1,1034.18,28.24,63.93,0.52,55.18,0.58,221.04,6648.31
34,2,1169.45,35.63,70.64,0.48,194.59,1.04,1707.13,7868.51
63,1,866.29,32.29,58.73,0.55,275.37,0.59,1157.14,7621.09
72,2,716.85,38.0,68.2,0.57,74.44,1.24,781.67,5980.51
62,0,1124.76,29.19,70.99,0.78,279.42,1.48,1501.87,8019.53
62,1,1132.95,18.92,68.82,0.75,273.17,0.76,712.58,7031.23
87,1,764.07,20.27,82.18,0.39,174.86,0.86,923.41,12218.69
75,2,1035.03,20.36,78.42,0.8,116.97,1.24,1856.79,253574.02
15,2,847.05,20.52,47.78,0.78,214.42,0.68,1040.66,4297.65
57,1,575.31,33.06,49.93,0.48,101.31,1.38,1554.06,8549.97
18,1,1094.89,30.63,88.73,0.59,177.68,1.19,737.02,4992.62
87,1,1079.83,22.08,47.74,0.87,281.68,0.85,1334.5,12066.85
33,2,783.95,16.73,87.98,0.97,286.48,0.67,1479.65,11326.55
9,1,880.44,30.1,33.04,0.67,112.93,0.61,1453.67,4274.62
32,2,801.47,32.07,31.81,0.41,146.63,1.42,632.47,8513.89
9,0,625.41,19.88,49.7,0.33,272.65,1.38,793.69,5678.19
15,1,1028.14,29.15,70.12,1.0,53.97,1.46,1061.92,5417.42
85,1,883.14,23.23,35.86,0.99,106.61,0.77,1538.48,3778.93
18,2,932.63,36.65,55.87,0.63,299.7,0.63,1847.94,4258.08
40,1,1057.87,30.07,65.7,0.48,168.76,0.51,1470.87,8527.06
87,0,890.7,30.43,32.12,0.37,81.42,0.94,1265.17,11822.25
25,0,1111.53,23.54,39.55,0.86,75.56,0.95,473.22,25598.04
41,1,1074.55,30.71,81.65,0.68,141.28,0.91,1817.05,7316.94
85,0,1169.32,31.16,66.49,0.92,82.46,1.23,343.68,5011.75
76,1,1153.54,16.88,37.9,0.99,85.45,0.73,1855.54,11091.53
2,1,750.45,35.57,61.28,0.63,279.82,1.03,852.77,9403.66
30,1,618.2,30.83,81.24,0.53,97.59,1.18,857.89,4466.79
19,1,700.19,22.16,31.59,0.95,223.94,1.0,322.16,18666.31
12,0,681.49,26.76,87.29,0.72,175.4,1.0,828.95,4606.13
75,0,996.71,16.06,67.14,0.76,92.99,0.76,1852.71,252970.2
36,2,634.46,25.31,40.26,0.41,297.77,1.15,989.87,8953.28
8,2,757.78,22.96,48.62,0.94,120.55,1.07,596.78,5119.86
80,1,650.69,18.78,64.86,0.89,255.5,1.44,739.3,13276.95
28,2,811.38,38.31,35.19,0.54,90.16,0.53,986.83,9173.3
47,0,1074.53,28.57,75.82,0.88,117.4,0.67,1183.12,9358.15
54,2,629.1,32.89,72.6,0.8,84.74,1.38,1326.44,5882.52
88,1,676.87,25.32,30.21,0.51,211.36,1.18,1015.5,9953.57
19,2,908.93,30.08,43.43,0.67,93.29,0.91,744.22,17545.49
87,2,1152.95,21.2,67.98,0.82,185.84,1.25,1283.9,12906.73
6,2,877.44,15.02,40.68,0.31,243.34,0.89,616.45,5584.07
47,1,1005.21,21.5,63.93,0.52,107.92,1.12,576.22,9760.3
9,0,1135.1,25.92,81.68,0.87,180.29,0.72,896.67,5652.14
5,2,1056.96,35.17,51.94,0.92,211.45,0.61,1618.12,5313.57
31,2,1146.54,21.28,87.98,0.89,266.24,0.71,1272.94,18316.49
44,1,1124.31,24.36,45.52,0.85,253.38,1.4,1069.48,7348.53
78,1,633.6,21.73,70.28,0.73,267.35,0.64,1506.03,7194.11
89,2,636.44,25.22,82.68,0.5,224.15,1.24,1858.63,20229.53
21,0,1130.01,20.47,71.58,0.94,247.97,0.52,1254.71,4577.16
82,2,931.15,20.25,71.37,0.66,173.25,1.05,949.7,8281.31
6,2,706.56,17.29,48.68,0.37,212.05,1.37,1832.99,6145.08
78,2,867.56,31.42,39.04,0.4,154.01,0.97,1859.43,6760.34
75,2,744.61,25.64,89.09,0.98,237.91,0.82,1096.72,253271.34
84,0,1062.14,22.76,84.48,0.3,154.3,1.48,1000.95,13450.85
14,0,978.96,29.79,62.84,0.73,183.17,1.09,1600.7,9101.09
47,2,977.06,24.32,76.3,0.76,62.59,1.49,272.88,10643.6
13,1,703.21,33.2,45.52,0.63,226.84,0.91,1368.41,4380.64
33,0,659.24,20.58,51.96,0.41,232.32,0.57,808.29,10302.05
81,0,1118.96,36.7,65.9,0.52,180.99,0.55,865.14,3029.83
25,0,990.93,33.55,41.57,0.57,277.32,0.93,440.5,25075.7
39,1,943.21,29.67,46.99,0.84,70.58,1.1,981.69,10062.75
57,0,997.96,17.59,35.41,0.68,138.1,0.55,781.05,7639.32
85,2,1105.93,26.09,75.6,0.36,146.06,1.08,417.94,4278.8
30,0,618.05,19.18,75.2,0.38,255.53,1.27,1201.99,4141.13
2,1,919.35,23.86,78.3,0.95,114.33,0.71,1458.9,8598.75
47,1,1055.03,19.52,87.41,0.75,160.26,1.07,1071.18,9836.55
74,2,679.93,31.65,30.09,0.92,238.4,0.78,602.76,17400.65
30,1,1053.64,27.75,53.18,0.65,160.95,0.83,309.52,4785.71
58,2,565.91,27.01,32.99,0.37,79.48,0.65,1688.04,3983.49
20,1,550.55,24.06,66.99,0.87,201.39,0.63,240.16,7887.71
41,1,816.18,31.9,63.94,0.47,96.31,0.8,1784.61,6052.9
23,0,772.35,31.16,64.0,0.32,213.37,1.14,1858.54,16844.95
58,2,1077.06,33.71,47.59,0.68,78.58,1.12,1575.87,5381.32
85,0,855.27,37.56,76.78,0.88,233.94,0.66,556.04,4338.6
27,2,1148.05,22.26,44.21,0.75,157.59,1.28,1538.12,19254.74
78,0,546.62,20.65,85.8,0.47,298.38,1.14,1108.89,7789.42
37,0,1120.71,28.57,50.96,0.56,77.47,1.15,644.63,11187.97
9,0,1025.96,39.2,68.64,0.53,102.46,0.65,619.01,4646.06
80,1,733.39,26.79,59.83,0.35,106.33,0.82,576.32,11492.52
19,1,611.31,31.29,78.6,1.0,229.75,1.36,1298.07,19072.43
70,1,785.04,31.44,61.93,0.93,71.57,1.48,489.22,5672.66
14,0,716.36,21.03,82.0,0.98,118.8,0.55,1729.27,8359.73
41,0,575.68,34.21,56.71,0.52,256.75,1.21,1419.96,7333.68
84,1,635.03,38.35,34.97,0.61,262.43,1.31,786.15,13712.05
50,2,731.65,16.4,48.73,0.5,219.24,0.72,385.55,9626.2
26,1,1160.49,31.36,77.41,0.97,273.61,0.86,1502.04,6538.17
52,0,751.53,29.7,39.72,0.69,96.87,1.31,1670.92,10309.63
65,2,1116.91,30.53,68.72,0.36,101.2,1.11,1996.97,7515.5
33,1,854.9,31.28,88.57,0.52,220.82,1.22,447.81,11628.4
49,2,632.97,20.19,77.2,0.66,193.88,0.88,750.05,3847.78
84,1,760.47,24.75,76.18,0.74,283.33,0.94,1763.02,13117.9
50,1,904.3,34.59,80.87,0.67,153.62,0.57,1236.25,9800.53
33,0,992.08,39.67,58.77,0.71,255.11,0.84,1996.76,10825.03
47,2,803.94,38.23,58.81,0.31,92.94,0.87,974.83,8992.36
44,2,738.55,37.1,69.25,0.61,158.48,1.1,1740.34,6047.54
40,2,1128.49,21.24,79.4,0.59,175.97,1.18,1868.27,9510.75
8,2,1069.94,24.59,37.59,0.93,100.31,1.25,940.67,5173.47
22,0,1051.24,22.69,38.18,0.4,114.21,0.75,1541.45,7266.72
82,0,795.69,37.36,81.49,0.84,86.29,0.74,1805.14,8168.09
76,1,689.2,21.97,31.0,0.83,97.47,1.3,1256.9,11327.35
31,1,627.34,39.78,46.02,0.39,96.43,0.91,1061.75,17907.79
21,1,759.32,29.15,52.86,0.71,110.08,0.91,1348.04,4468.47
65,1,967.88,35.61,38.0,0.52,134.02,0.73,1262.64,7036.38
32,1,844.51,24.94,35.42,0.43,79.38,1.11,243.98,8658.07
60,2,770.66,20.75,37.32,0.88,71.19,0.7,530.57,4092.34
60,2,704.82,20.26,35.38,0.96,225.77,0.73,599.14,4893.11
67,0,1139.01,36.91,55.98,0.81,210.93,1.15,1279.68,8231.4
11,1,903.58,26.2,67.54,0.96,216.15,0.52,1751.92,17929.57
80,2,997.73,23.45,82.48,0.44,284.71,0.51,804.39,11621.94
1,2,970.64,20.96,47.43,0.52,281.67,0.64,1736.12,8013.78
27,1,913.79,31.99,42.28,0.65,115.13,0.77,1721.9,18630.21
32,2,1036.53,38.57,52.88,0.82,227.43,0.83,731.76,8547.55
18,1,608.53,39.17,71.85,0.42,207.85,1.45,1470.99,5352.96
80,0,692.5,22.82,34.51,0.9,158.57,0.52,1829.27,11190.88
52,1,774.61,18.05,76.21,0.92,59.23,1.49,1323.63,10661.72
64,0,1078.16,20.37,80.28,0.97,158.81,1.12,1233.63,7771.72
45,2,925.1,17.9,74.04,0.87,166.82,1.14,1625.95,5927.98
89,2,983.17,24.49,73.79,0.76,218.67,0.98,1855.92,20195.41
56,2,626.01,19.29,38.4,0.89,200.61,0.72,1675.69,4911.08
54,0,1061.42,38.87,69.57,0.34,257.97,0.53,1139.86,5291.67
55,1,1003.46,18.23,64.71,0.85,53.94,0.63,753.37,10239.57
67,0,1113.21,32.86,32.96,0.99,93.53,1.31,1196.52,8574.67
60,0,561.44,22.29,72.64,0.43,233.24,0.88,375.66,4516.59
25,1,543.8,31.4,54.41,0.86,65.79,0.77,1634.42,24350.43
37,0,1163.43,35.38,49.32,0.75,202.91,1.36,1275.98,11831.28
37,0,812.2,23.47,84.31,0.92,193.11,1.5,1907.86,11566.56
8,2,896.41,16.87,47.27,0.93,144.89,1.28,1223.7,5105.31
44,2,593.39,20.78,40.44,0.91,181.72,0.93,1026.64,6432.4
52,0,880.28,33.73,48.91,0.5,194.73,1.14,1400.11,9912.21
68,2,995.91,24.09,32.31,0.35,209.08,0.84,711.18,10371.23
32,1,1066.9,15.07,77.66,0.31,91.79,1.27,1098.61,8613.51
29,0,1163.19,36.11,40.82,0.37,170.22,0.88,1615.4,7889.54
14,2,1088.12,36.53,31.17,0.75,61.88,1.25,729.39,9758.77
7,2,999.27,19.01,77.61,0.61,118.76,1.18,1825.43,5068.67
69,0,847.17,16.09,53.12,0.84,257.4,1.35,1709.39,4951.64
3,0,607.45,15.86,55.8,0.52,94.36,0.86,1886.72,13254.09
18,1,863.15,28.34,53.35,0.82,239.4,1.18,1674.53,4951.61
5,0,1163.51,30.43,80.7,0.65,170.7,1.19,1563.08,6120.46
89,2,564.99,37.21,68.33,0.57,248.52,1.04,1543.42,19913.05
68,0,684.8,16.52,53.15,0.58,66.47,0.81,477.33,10107.47
79,1,779.4,23.13,42.77,0.78,222.46,1.03,1833.79,3737.54
56,0,911.18,36.93,51.06,0.62,281.04,1.24,828.68,5805.55
41,2,1153.14,16.69,35.2,0.84,298.87,1.2,1868.2,7757.49
49,2,606.91,29.67,63.23,0.31,290.46,1.42,1179.8,4458.2
37,1,1168.15,35.93,75.33,0.69,220.97,0.96,1547.5,11114.83
63,1,873.39,21.01,41.11,0.48,141.6,0.6,426.81,7310.18
86,1,696.03,20.42,59.06,0.44,244.06,0.81,1466.21,9723.59
63,1,738.02,33.62,50.79,0.77,257.27,1.1,580.91,8848.58
82,0,581.99,17.45,61.85,0.8,231.45,0.97,415.15,8775.68
20,1,1069.99,27.32,50.05,0.45,131.21,0.77,217.81,8223.29
5,1,591.67,23.46,37.73,0.56,290.04,1.34,794.0,6248.79
7,0,903.64,35.59,61.37,0.35,202.79,1.26,653.3,5297.18
55,2,696.88,18.1,42.52,0.41,107.38,0.69,720.24,9951.39
11,0,1118.88,38.44,48.27,0.91,237.7,0.83,695.95,18372.21
67,0,747.99,38.32,56.8,0.96,231.67,1.29,224.62,9284.37
39,1,1136.16,18.75,77.02,0.64,79.48,0.74,1387.66,9292.66
38,2,1161.11,32.77,41.15,0.66,286.76,1.17,730.96,12414.78
55,1,638.78,31.11,33.96,0.89,202.42,1.45,1099.85,11228.35
25,0,886.86,23.75,73.83,0.77,94.58,0.71,669.55,25145.13
52,1,625.34,20.46,74.75,1.0,199.78,1.05,1381.99,10112.53
50,0,787.98,37.48,80.22,0.49,247.3,0.77,1163.54,10236.86
65,0,1127.83,30.25,74.82,0.32,53.56,1.16,785.86,7758.99
7,0,840.91,36.1,87.59,0.91,77.05,1.14,671.91,5460.99
12,0,668.75,20.78,63.75,0.91,217.47,1.07,935.39,4901.58
71,1,1077.73,18.08,36.61,0.36,96.74,0.62,1186.78,14228.01
33,1,753.77,23.74,60.88,0.64,166.9,0.81,647.75,10998.87
72,2,1038.91,21.21,82.04,0.86,282.11,1.11,1544.39,6293.08
31,1,1154.92,25.86,43.12,0.9,279.0,0.9,723.91,18655.98
86,2,784.65,33.17,42.92,0.8,126.77,1.45,1709.15,10531.72
52,2,1045.32,24.42,31.27,0.38,224.53,0.79,538.13,9865.46
1,0,939.55,22.82,73.64,0.36,215.79,1.08,983.71,8766.77
77,0,703.8,21.85,61.79,0.71,53.9,1.45,1079.41,6254.8
85,0,1162.95,38.43,85.68,0.84,72.42,0.74,321.58,4414.05
48,1,541.76,26.08,61.98,0.97,174.36,1.35,1515.83,9151.24
48,2,700.4,20.14,83.52,0.39,154.42,0.74,1554.19,8206.82
30,2,609.07,37.73,89.46,0.79,124.11,0.82,1390.2,4362.71
8,1,655.49,16.75,72.12,0.9,108.58,0.53,1933.19,3652.75
43,2,893.81,29.57,64.55,0.8,245.95,0.65,305.32,7331.61
65,2,800.94,17.17,71.35,0.82,194.76,1.28,387.18,8615.54
41,0,741.05,30.84,73.58,0.39,57.3,0.74,378.43,6326.99
1,0,908.11,35.94,76.11,0.96,130.15,1.43,219.06,9815.25
88,1,1084.32,29.71,60.65,0.78,153.49,1.44,1965.13,10416.32
31,0,652.96,25.49,31.64,0.94,95.38,1.48,1794.09,18610.24
9,2,1143.42,34.57,54.07,0.99,74.41,1.09,944.3,5709.02
47,2,959.7,19.03,40.42,0.51,273.8,0.79,226.25,9663.69
44,0,879.56,25.41,76.68,0.89,91.42,1.24,1288.13,6798.07
90,2,718.57,24.06,49.81,0.54,66.12,1.07,1114.04,4810.37
90,0,871.13,23.44,72.54,0.68,130.1,0.54,1829.53,4428.59
46,2,851.31,29.89,60.87,0.49,205.78,1.21,1427.06,8051.88
91,2,589.05,33.25,33.12,0.89,286.26,0.89,1738.68,5321.14
45,2,572.44,20.76,77.28,0.61,271.98,0.95,1817.01,6105.02
51,0,922.27,37.88,69.01,0.49,147.95,1.25,1146.67,5486.72
71,0,711.88,20.6,53.74,0.95,96.25,0.69,696.8,14765.33
50,1,559.85,23.22,82.12,0.51,236.71,0.54,1154.06,10013.5
66,2,583.17,38.46,49.48,0.97,289.28,1.46,1705.23,23938.43
20,2,858.82,20.51,69.0,0.41,157.47,0.77,744.7,7459.59
21,0,1149.51,32.34,89.1,0.77,273.97,1.44,1204.38,6510.5
42,1,993.19,26.32,83.51,0.92,259.27,0.84,961.88,12680.71
63,1,957.35,39.04,35.03,0.72,293.71,0.88,1204.41,8238.63
73,0,972.2,26.98,89.44,0.88,122.57,1.24,1569.26,5737.6
41,2,794.68,27.36,65.41,0.96,125.65,1.19,1969.96,7207.53
62,1,1126.04,28.89,58.81,0.53,289.4,0.66,1121.32,6684.28
73,1,1036.68,34.45,52.8,0.59,152.6,0.54,750.1,4685.34
23,1,1002.59,39.87,66.24,0.35,134.74,0.7,1628.56,16532.26
21,0,1069.16,25.39,82.05,0.81,127.03,0.92,1451.83,4823.08
19,2,1040.92,22.71,74.73,0.34,50.67,1.43,1479.31,17992.79
91,2,567.46,29.96,84.74,0.42,206.18,0.93,274.52,5526.6
64,1,795.74,36.12,33.72,0.5,261.05,0.52,1729.51,6380.85
32,2,923.87,16.54,84.82,0.54,130.56,1.38,989.2,8800.34
26,2,1053.84,17.15,46.49,0.5,179.37,1.2,342.6,6597.95
8,1,1135.66,22.76,67.73,0.59,194.25,0.86,426.91,4627.83
73,0,581.3,21.86,76.74,0.46,170.46,1.24,991.84,5448.52
53,1,681.45,29.36,49.45,0.42,61.78,0.55,550.16,8226.48
52,2,1148.8,24.76,65.18,0.49,171.51,0.87,1630.61,10064.23
80,0,1140.07,15.53,60.57,0.39,162.78,0.66,1786.17,11181.41
87,2,782.64,36.44,67.46,0.69,99.38,1.13,484.76,12284.25
25,0,744.96,31.91,47.57,0.85,52.9,0.84,1416.98,24475.39
68,0,920.48,21.24,39.06,0.73,152.1,0.64,1111.14,9959.94
30,1,772.84,17.29,73.34,0.91,208.36,0.72,216.09,4696.08
38,2,1157.77,19.75,56.93,0.78,163.12,1.0,1332.16,11783.94
21,2,1029.49,28.54,36.46,0.68,233.8,0.51,1726.45,3825.66
73,0,627.57,24.53,82.79,0.41,96.0,0.56,391.82,4101.2
12,0,798.34,15.34,33.04,0.71,182.15,0.83,1999.06,3765.39
80,2,637.16,26.2,36.94,0.57,206.24,1.04,206.47,12229.42
81,1,950.8,33.26,60.06,0.55,148.15,1.25,742.28,3587.31
50,1,786.09,34.38,54.52,0.51,200.88,0.89,1626.72,9971.55
60,0,1119.96,19.69,80.14,0.43,105.94,0.91,560.13,4573.0
78,1,989.14,30.59,77.87,0.46,163.21,1.13,1008.05,7739.36
16,2,698.46,25.4,83.49,0.53,190.34,0.61,1626.04,4830.98
19,1,924.28,22.29,51.72,0.65,139.13,1.42,1100.6,18560.61
28,2,631.89,27.05,61.75,0.81,121.0,0.5,755.18,9600.62
73,1,881.25,31.56,60.83,0.76,286.27,1.31,1875.91,5941.69
36,0,776.47,18.13,48.93,0.73,95.65,1.1,378.68,9305.47
37,2,1021.99,28.83,53.1,0.94,194.49,1.24,612.34,11906.0
25,1,1026.48,18.85,86.96,0.59,224.05,0.88,1894.02,24682.54
84,1,965.67,38.6,60.87,0.47,288.51,0.66,1190.96,12653.05
31,2,750.84,32.75,50.05,0.72,230.5,0.79,803.48,17800.99
52,1,551.0,38.14,89.55,0.84,61.13,1.24,1117.09,10356.44
38,0,1150.48,28.03,47.97,0.42,298.31,0.81,1013.83,11798.68
33,1,835.75,35.66,57.34,0.6,158.89,1.02,632.59,11246.11
2,0,542.11,30.26,32.94,0.83,183.52,1.29,536.1,9906.14
0,1,760.36,29.79,44.43,0.88,258.74,0.94,208.27,21741.64
51,0,852.71,21.38,36.4,0.88,214.12,1.25,660.44,5463.47
45,0,591.3,37.59,34.93,0.56,125.1,1.29,430.37,6226.82
60,2,645.51,26.27,57.53,0.39,102.25,0.91,1813.84,3903.54
81,0,799.01,38.94,68.8,0.75,197.87,1.39,1095.75,4496.75
47,1,843.35,27.27,71.56,0.67,170.62,0.83,1099.58,9363.97
89,1,704.05,20.58,46.97,0.77,167.29,1.11,878.84,20425.47
48,0,696.84,37.45,54.9,0.63,229.66,1.26,1697.63,9253.79
40,0,1061.7,19.66,44.13,0.34,158.51,0.81,235.44,9312.5
81,0,551.2,19.7,86.54,0.35,297.8,1.24,1731.59,3443.65
39,2,1172.48,19.48,83.46,0.74,95.44,0.94,988.11,9624.24
66,2,893.44,26.16,32.96,0.31,114.14,0.79,1091.65,21997.18
31,0,1065.31,35.96,42.59,0.58,251.49,1.15,1929.07,18261.4
76,1,921.33,34.93,72.67,0.64,61.0,1.22,1236.51,11795.23
43,0,1146.74,16.02,59.91,0.83,182.86,1.13,824.07,7217.64
21,1,702.55,17.52,36.22,0.91,221.09,0.71,210.79,4744.86
22,0,655.57,34.43,82.25,0.84,262.35,1.33,1600.76,9268.89
72,1,1140.03,29.52,58.97,0.38,289.94,1.46,1697.59,6192.94
22,2,1120.07,29.91,48.64,0.69,271.9,1.27,1083.69,9388.57
15,0,907.94,18.81,38.15,0.68,272.88,0.65,843.44,4220.13
5,0,870.12,35.84,67.34,0.66,140.6,0.74,474.32,5679.4
0,0,847.21,16.0,48.46,0.3,185.63,1.22,1773.86,20884.75
79,1,965.63,29.22,54.29,0.97,293.71,1.23,1812.12,4762.12
37,1,938.72,36.22,49.26,0.82,126.33,0.93,1263.65,10990.28
69,2,1052.28,32.51,58.56,0.49,203.81,1.29,1061.73,4991.36
28,2,826.48,22.22,82.48,0.59,92.24,1.23,790.64,10681.68
20,1,1030.91,19.95,53.2,0.71,164.45,0.52,457.64,7561.87
32,2,971.94,25.05,68.08,0.61,153.41,1.09,1195.66,8348.42
27,1,697.39,15.48,75.83,0.64,274.74,1.08,1903.1,19073.25
